time: 2000000000
326 4 6953029 6799 3017 1899 1370 943 693 494 339 295 241 167 126 174 149 91 105 127 118 144 162 181 200 248 172 108 110 114 128 118 128 129 88 56 64 76 84 74 45 70 81 63 55 77 70 57 39 50 51 36 16 20 15 27 25 16 9 18 23 27 24 18 31 23 26 17 26 14 27 27 21 13 18 11 20 23 18 26 20 15 17 17 18 27 22 35 55 40 64 65 39 38 45 63 94 109 49 12 16 11 9 6 9 12 12 7 5 6 4 4 4 6 5 6 13 31 18 3 6 12 22 11 10 15 8 9 11 4 16 15 15 11 4 6 11 14 23 13 11 7 15 16 4 6 3 10 12 22 31 17 15 17 17 14 4 5 5 4 6 4 4 1 3 0 1 1 3 0 3 1 3 1 2 2 1 1 2 3 5 9 2 2 8 15 16 9 1 1 4 9 9 7 10 25 60 58 53 60 71 47 32 45 41 34 26 26 30 32 20 27 43 37 24 28 21 26 20 19 19 21 11 10 9 16 18 15 21 17 23 25 17 15 20 13 19 21 26 28 19 22 23 20 17 14 17 16 9 11 8 14 32 33 31 33 45 47 45 42 46 37 59 40 46 48 40 26 28 28 45 30 31 37 33 30 39 35 26 22 33 28 33 36 28 34 30 20 25 25 31 32 46 41 25 35 48 49 44 41 63 65 94 121 132 217 191 149 108 73 71 90 103 155 135 103 76 25 20 12 7 3 7 5 3 20 27 8 16 24 9 9 12 9 1 5 2 5 14 35 37 21 15 24 26 39 30 19 27 22 26 30 38 42 41 44 34 32 28 24 23 33 47 36 30 33 28 20 12 29 24 23 18 23 18 31 29 31 26 17 13 9 10 16 17 15 17 38 25 25 28 16 18 37 18 18 7 6 20 21 23 33 32 33 27 19 22 12 20 9 7 6 15 14 12 24 27 14 20 24 19 17 19 13 22 12 10 22 18 17 9 10 10 17 8 11 16 9 24 22 16 32 26 26 19 10 5 12 13 5 13 7 7 17 16 20 34 33 20 30 38 22 9 13 12 11 23 11 27 24 19 7 16 24 17 19 17 17 14 18 15 17 13 17 24 12 10 8 5 10 14 21 30 20 28 22 21 13 8 8 13 5 13 12 8 14 18 23 32 27 34 23 16 16 15 8 13 8 12 14 29 36 23 28 35 24 23 22 34 13 14 14 25 30 16 33 36 37 27 24 29 28 14 12 14 18 19 21 20 36 22 25 22 24 20 22 14 14 11 12 16 35 28 21 21 20 20 20 13 8 5 18 23 18 22 34 35 25 8 15 21 20 12 12 19 14 16 21 15 19 44 42 32 29 33 17 24 15 14 10 15 28 41 25 20 27 16 23 14 10 12 24 27 32 20 19 22 27 15 16 19 12 20 28 29 25 26 17 16 18 19 19 39 35 16 23 15 20 23 24 33 35 39 29 33 42 24 26 23 38 32 53 27 52 47 46 48 43 30 28 26 33 49 57 43 31 40 38 40 57 27 41 38 70 46 58 72 58 30 37 24 27 18 22 16 31 30 17 10 9 3 4 3 2 4 3 8 5 6 6 2 2 4 5 5 7 4 7 6 1 2 5 7 28 11 11 10 8 8 4 4 4 11 9 14 4 4 1 2 7 4 1 2 2 4 2 1 3 8 2 6 6 2 2 7 3 9 1 3 4 3 5 5 6 1 3 1 0 3 3 1 4 4 2 8 7 6 6 6 3 6 9 10 22 12 5 12 10 2 2 2 4 3 12 7 4 1 3 8 5 7 6 4 3 3 7 4 3 1 4 7 2 0 2 2 0 2 2 1 6 3 4 3 5 8 5 6 3 4 3 3 4 8 1 3 7 3 1 1 4 4 5 15 16 13 11 11 5 4 7 5 7 17 3 5 4 4 5 2 5 5 5 1 3 1 3 3 3 3 3 3 0 1 7 7 6 5 2 5 2 4 7 4 6 3 5 2 0 2 3 1 4 5 3 2 3 4 5 11 4 8 10 21 16 13 14 1 3 5 7 13 5 6 2 2 4 0 3 2 4 4 3 7 6 3 4 5 4 3 5 2 7 3 4 5 1 1 4 1 1 1 2 3 3 2 2 3 6 12 5 6 5 3 3 4 6 3 12 16 8 18 16 4 1 2 3 7 15 5 1 3 5 7 7 2 6 4 2 4 3 6 0 7 5 4 2 2 1 0 4 1 2 0 1 1 2 2 4 3 0 4 4 7 9 3 6 8 4 6 2 5 9 12 14 14 13 6 2 3 8 11 4 1 1 1 1 3 2 4 3 1 3 11 4 4 4 4 5 3 6 2 3 3 3 4 1 2 2 1 1 3 1 1 2 1 0 2 4 3 4 3 4 4 7 10 13 8 16 25 16 3 2 6 5 12 3 2 2 2 1 0 1 2 3 1 1 2 4 2 1 3 2 1 8 8 4 3 5 5 6 6 3 2 3 1 3 3 2 2 3 3 1 0 4 2 0 3 5 9 3 10 20 19 4 2 9 19 7 7 5 5 8 2 2 4 3 1 1 2 3 0 2 1 1 1 3 1 1 1 2 3 2 3 3 2 5 5 9 3 4 3 3 7 10 2 4 4 3 4 10 8 9 15 9 8 2 3 10 11 1 0 3 3 2 2 3 3 7 6 3 4 6 6 5 3 5 4 1 3 2 3 1 2 1 2 1 0 2 2 1 2 3 2 2 6 4 2 2 2 6 10 11 13 24 23 5 4 4 7 17 2 3 3 1 1 1 0 1 2 2 1 1 1 3 3 2 3 3 2 3 4 7 5 6 6 2 2 7 5 1 4 5 3 1 5 1 2 1 3 1 3 3 6 11 10 21 10 5 4 15 6 3 7 7 1 3 4 9 6 3 4 3 4 1 4 2 1 0 0 1 2 1 2 1 1 1 3 3 2 3 4 2 6 6 5 3 7 6 5 7 5 6 7 2 1 1 11 14 12 11 9 0 1 2 18 5 2 1 2 4 4 1 1 2 9 4 3 2 4 9 6 5 3 4 4 1 4 1 2 1 1 0 1 1 0 3 2 1 2 2 4 3 7 6 5 8 5 4 4 6 9 17 13 21 6 5 6 12 10 2 1 0 1 0 1 1 2 2 0 3 2 2 3 3 2 3 9 4 4 1 3 1 6 9 8 4 3 3 0 3 5 1 2 5 2 2 1 5 16 15 15 13 9 7 5 4 6 5 4 4 2 3 1 6 9 7 3 4 2 3 1 4 0 1 2 1 1 1 1 1 0 2 3 2 3 4 5 5 11 6 3 7 9 17 23 15 18 5 8 5 1 1 3 4 0 1 1 2 2 1 0 1 3 2 2 2 1 3 3 6 5 4 4 3 2 6 9 6 4 7 4 1 2 4 4 1 3 4 13 14 12 12 9 12 5 3 1 2 2 4 4 4 7 2 2 4 3 5 8 4 5 5 3 1 1 2 4 1 0 1 1 3 1 1 1 2 4 2 6 2 1 4 3 17 21 19 18 12 4 12 5 4 4 5 3 1 1 0 5 2 1 1 2 1 0 2 2 1 1 1 3 1 2 2 3 2 1 6 10 4 3 5 8 11 2 6 2 10 17 13 10 8 14 10 4 1 2 2 1 1 1 1 1 3 3 2 1 0 2 2 8 6 5 3 2 6 7 5 4 1 6 0 3 3 2 3 3 4 4 2 1 3 5 17 9 15 15 14 5 1 3 1 4 5 8 4 3 1 4 7 6 5 1 4 2 3 3 2 3 1 2 1 1 0 1 3 2 0 3 2 3 7 3 4 4 9 4 8 25 4 16 18 6 17 6 5 3 1 5 0 3 2 0 0 1 1 2 2 1 2 1 2 3 1 4 1 2 2 3 4 8 4 3 4 3 11 8 3 4 7 1 5 6 15 18 15 9 10 5 0 1 2 2 1 1 4 1 4 2 1 2 2 2 7 5 4 3 4 5 7 4 4 5 1 0 4 1 4 3 1 3 3 1 3 2 2 8 16 8 15 14 11 11 3 2 2 5 9 3 2 1 5 5 1 6 4 6 2 2 4 4 1 1 0 2 1 1 1 2 0 2 4 1 3 4 4 5 2 3 4 1 11 16 10 19 7 15 12 17 7 3 1 2 3 0 4 1 1 0 1 1 2 1 1 1 6 1 2 2 2 1 3 3 3 8 3 6 2 6 3 7 9 6 5 3 2 6 12 3 13 9 15 6 6 8 4 1 1 2 3 3 2 2 2 2 2 4 6 6 3 2 5 3 8 7 5 3 2 1 0 2 2 4 3 1 2 2 1 4 4 2 1 3 4 15 8 14 12 16 15 8 6 4 2 4 3 7 3 8 1 3 0 3 1 1 3 2 4 1 1 0 1 1 1 1 2 4 4 3 1 0 5 3 5 9 6 7 4 6 11 12 8 21 12 11 12 4 1 3 1 3 1 2 1 1 1 1 1 1 2 2 3 3 2 4 2 1 4 7 7 3 1 2 5 6 6 5 5 2 1 5 5 3 4 3 12 24 24 9 4 1 2 3 1 1 0 4 2 4 3 0 4 12 1 3 2 5 3 8 5 5 4 1 1 1 1 7 6 8 20 19 18 9 2 4 2 2 2 4 3 2 1 2 3 6 7 4 3 4 3 1 4 5 8 2 4 2 2 5 2 7 15 25 17 15 5 1 3 2 1 2 0 4 3 2 3 1 4 5 7 5 2 4 3 8 5 3 3 2 2 1 2 4 10 17 21 15 16 7 1 1 3 2 4 2 0 5 0 3 2 2 3 6 7 3 3 3 7 6 7 4 2 2 1 2 4 7 6 19 20 13 17 4 2 1 4 1 3 3 2 5 1 1 4 4 7 4 2 4 5 6 4 5 3 1 3 2 2 4 6 0 10 18 20 10 18 5 3 3 2 2 1 2 5 2 2 1 5 9 4 3 2 5 9 4 4 4 0 2 4 2 1 4 5 1 9 21 18 14 15 5 2 2 2 2 6 2 2 3 6 9 1 1 3 2 3 9 5 3 2 3 2 4 3 4 2 3 3 9 11 20 17 10 12 3 3 3 2 5 3 3 1 8 2 5 3 1 5 7 6 4 2 4 0 2 2 1 5 2 2 4 5 3 16 13 23 10 14 3 3 3 2 4 2 4 4 5 2 3 5 3 2 10 5 4 2 1 2 3 3 1 2 2 3 4 5 4 21 27 7 7 13 3 3 5 3 5 7 3 2 3 4 1 6 2 8 4 2 3 3 1 2 4 0 1 3 3 4 2 7 12 30 19 6 10 5 1 5 3 6 5 4 2 3 7 2 7 5 3 1 2 3 2 3 1 2 1 2 3 2 3 3 2 7 14 30 17 11 7 7 2 7 5 3 2 3 5 2 5 4 5 1 4 4 2 0 4 2 0 2 2 1 4 3 3 4 5 7 20 24 14 11 9 6 4 5 4 2 3 3 4 9 3 1 4 2 3 1 2 3 0 1 3 0 3 3 1 2 7 7 7 19 23 20 10 6 6 4 4 2 3 4 1 3 5 7 4 3 4 1 1 4 0 1 3 1 1 3 2 2 3 2 3 6 8 8 18 29 14 11 5 5 4 4 3 3 3 7 5 2 2 4 2 0 2 4 1 1 2 1 1 2 3 3 3 1 3 5 7 9 13 17 23 17 7 9 2 4 3 1 5 7 4 3 3 3 1 2 3 1 1 2 0 1 1 2 3 3 2 3 1 6 7 3 11 17 18 25 12 5 4 7 6 0 3 6 4 5 3 2 1 3 1 1 2 1 2 2 1 1 4 3 3 1 2 3 4 7 8 9 13 14 14 20 11 5 4 12 3 4 5 3 3 1 2 2 1 0 3 3 1 2 3 1 2 2 2 2 3 3 8 5 3 5 9 11 13 7 10 24 19 6 10 3 3 0 2 1 3 1 0 3 2 2 3 1 3 3 2 1 4 4 5 6 2 4 4 4 3 6 7 12 6 15 16 17 15 7 7 2 1 2 1 2 2 2 3 2 2 0 3 2 3 2 4 7 4 3 3 6 6 4 2 7 9 6 11 20 15 16 17 2 2 1 1 0 3 2 6 4 9 5 7 11 8 16 12 5 10 11 7 11 3 5 8 4 5 8 11 16 13 8 8 9 2 5 8 8 6 3 3 6 1 8 6 6 11 14 10 14 6 6 15 11 5 7 5 2 8 7 11 18 10 10 13 4 7 12 6 5 4 4 1 1 8 8 11 8 8 10 7 13 4 6 13 10 12 6 1 4 9 10 10 6 17 9 14 11 5 6 11 6 5 3 3 4 6 12 8 7 13 5 16 7 4 10 12 9 9 2 1 8 8 11 9 13 10 8 16 3 7 12 7 6 4 3 3 5 3 7 13 11 11 9 9 6 11 8 13 8 5 3 8 4 5 12 12 3 15 9 10 8 6 8 9 12 6 5 2 7 13 8 8 6 13 5 6 4 4 12 12 16 3 6 12 9 15 9 5 12 10 5 3 10 8 12 8 9 6 7 10 12 12 7 3 2 3 8 3 8 7 2 2 2 3 0 1 3 2 1 2 1 4 1 2 1
326 5 6989247 6042 1804 927 447 282 199 96 36 15 18 16 19 10 10 13 14 10 10 24 17 15 16 9 12 17 24 8 27 8 30 14 20 17 32 18 17 31 18 13 12 14 22 33 29 14 13 20 26 18 13 15 14 21 15 14 8 8 14 22 23 18 10 3
326 6 6990284 4723 667 138 47 43 50 32 43 37 53 43 23 30 38 42 26 27 34 15 33 34 24 21 26 14 19 34 24 24 23 14 7 14 17 14 16 9 16 10 9 17 14 13 13 14 10 15 16 15 10 13 10 12 16 25 16 13 9 18 15 7 10 24 19 9 12 3 13 14 23 19 13 9 6 15 14 20 16 17 10 8 19 13 21 22 11 7 15 10 15 27 12 14 10 18 14 20 19 16 15 13 26 9 17 14 6 11 18 21 16 20 9 19 15 7 9 4 5 11 2 6 11 10 16 8 8 4 12 9 3 8 5 9 9 7 1 10 9 11 12 11 10 7 9 14 14 8 4 5 11 5 3 10 14 6 12 8 7 11 10 12 16 11 7 4 5 12 13 21 11 8 11 6 7 11 13 7 8 8 10 7 15 36 17 4 11 13 13 5 11 12 6 5 14 21 17 11 10 8 15 14 11 8 9 5 8 22 16 17 7 11 11 17 12 4 5 11 15 18 26 16 20 16 18 22 14 15 10 17 7 15 18 13 10 8 16 15 23 17 17 21 20 7 22 13 15 28 30 10 17 25 15 26 28 33 37 22 26 40 32 30 40 62 88 34 12 1 2
326 7 6995139 1915 357 246 228 225 159 68 69 32 55 72 47 42 47 83 69 54 30 32 49 86 68 97 101 78 61 76 79 97 24 50 72 65 29
326 8 6998130 756 43 32 37 17 30 26 19 19 25 32 17 17 14 11 12 16 19 19 15 22 22 18 12 14 17 18 23 13 14 18 23 21 16 10 17 19 27 20 15 28 44 21 54 103 59 24 3
326 9 6998025 1790 169 15 2
326 10 6993202 3454 569 184 82 98 84 35 41 80 55 40 36 49 42 82 47 56 42 60 42 45 57 21 18 18 8 7 9 5 15 12 8 9 10 18 9 9 11 19 9 8 5 8 18 9 8 9 21 13 13 9 19 7 14 22 16 7 13 9 10 14 22 8 21 28 12 15 21 26 16 1 4 22 37 16 12 34 26 11 16 23 32 21 23 34 37 21 10 18 32 12 9 16 18 23 22 14 17 16 38 19 17 20 9 33 20 14 25 40 20 17 26 8
326 11 6985694 2427 421 178 129 157 190 207 152 122 108 79 106 116 148 108 103 70 81 83 126 145 171 173 203 136 126 84 73 72 116 118 152 106 111 162 207 287 260 294 273 233 207 140 142 140 155 148 119 143 183 158 142 158 121 74 52 41 42 42 31 52 80 61 42 67 67 67 91 75 30 52 174 165 153 97 48 87 102 70 67 82 87 46 78 75 78 102 73 85 103 60 81 72 50 38 21 23 36 31 31 32 42 30 31 23 45 43 53 63 77 57 45 16
326 12 6988626 3884 909 276 106 38 30 24 30 29 25 23 27 40 33 33 14 23 27 43 23 12 18 30 42 26 21 19 28 34 28 32 19 22 37 20 22 27 35 36 64 86 76 66 76 65 50 51 57 62 44 30 40 59 47 39 78 79 75 76 101 69 62 101 60 84 67 61 45 92 55 100 138 174 159 99 38 16 11 11 11 15 16 10 7 11 4 2 5 5 6 8 8 2 7 8 5 7 11 8 7 7 7 3 9 6 7 4 3 2 4 6 11 10 5 1 7 13 10 8 4 1 3 10 14 7 5 8 10 10 3 5 6 8 2 4 4 8 5 6 10 3 4 10 15 10 4 12 7 12 7 13 4 9 6 6 5 6 7 5 6 3 11 9 5 17 5 12 12 11 8 12 7 12 7 8 10 2 3 12 10 13 7 6 11 8 11 13 8 8 12 8 11 8 11 3 4 7 4 3 3 6 14 10 6 4 5 5 3 4 8 6 6 10 5 6 4 3 8 10 4 5 8 11 7 7 13 5 6 1 8 6 8 6 7 8 9 4 4 11 9 8 14 5 6 6 6 3 3 12 4 9 6 3 6 6 5 16 14 6 6 10 5 3 6 6 6 9 14 15 12 20 5 7 6 18 11 10 6 11 8 4 9 3 5 10 13 17 12 9 7 9 19 12 7 6 17 6 7 9 17 13 12 8 13 14 10 13 5 6 5 13 8 2 18 8 10 9 10 17 13 17 19 13 10 7 13 13 6 10 8 16 13 14 18 15 14 14 8 12 8 9 14 14 10 13 16 15 16 17 8 15 13 19 38 66 24
326 13 6952028 9252 3080 1651 1320 1162 1052 974 900 814 711 677 650 672 518 439 368 321 354 435 451 585 497 514 587 481 454 379 334 248 251 221 188 173 182 193 186 163 156 136 125 111 103 80 43 25 52 34 22 19 24 19 18 25 19 27 30 45 35 31 30 20 19 11 14 19 33 13 12 22 25 38 24 31 34 24 34 22 24 22 26 22 26 25 34 38 50 45 38 43 44 42 37 37 48 42 33 45 23 36 32 35 41 44 56 57 55 45 43 53 60 36 40 51 50 43 46 43 45 51 42 55 38 33 40 32 36 30 38 32 31 22 18 10 13 16 4 8 6 5 5 12 6 12 8 10 8 8 4 4 4 7 5 6 12 8 9 10 8 19 17 11 5 3 6 3 3 5 4 7 6 4 12 10 4 10 4 8 6 8 7 10 7 8 5 6 8 8 7 3 6 1 5 5 5 6 8 11 11 8 9 13 14 9 10 2 2 1 1 1 3 1 7 3 7 10 10 15 10 8 9 5 12 7 6 6 16 10 5 2 5 6 2 2 2 1 3 2 4 6 6 11 11 22 12 7 8 6 6 12 10 7 6 2 5 2 7 2 5 4 4 1 1 1 5 6 7 4 9 18 16 5 3 7 8 11 15 13 4 5 4 2 5 5 3 4 3 3 2 0 2 5 3 6 10 8 7 19 16 5 8 5 3 11 9 10 4 7 7 5 3 4 3 5 1 1 1 0 8 6 10 9 0 10 5 8 11 14 7 8 6 9 8 6 18 6 4 5 4 1 1 1 0 1 3 7 5 10 5 10 8 0 5 1 4 11 14 8 3 9 10 8 8 17 9 6 1 1 0 1 2 2 1 5 8 11 9 6 8 3 4 9 4 4 8 2 8 11 8 11 9 7 4 7 6 6 4 1 0 3 7 10 11 5 8 7 1 5 5 7 0 7 3 6 5 7 14 7 6 3 6 7 6 12 8 4 1 4 5 8 8 6 8 3 9 5 7 6 3 4 2 7 8 12 7 9 9 8 3 3 4 7 9 5 1 1 2 11 12 8 5 9 5 7 4 5 2 2 7 7 15 11 7 8 12 4 4 6 3 9 3 1 1 4 10 4 8 9 6 11 2 3 4 6 3 9 14 8 8 10 6 3 6 1 9 8 5 6 3 2 1 4 10 10 9 9 4 7 1 6 5 2 5 4 11 8 6 7 4 6 6 7 7 8 5 7 1 8 10 7 7 8 7 10 5 2 0 6 4 6 4 12 7 1 2 4 8 5 7 4 3 10 10 6 8 10 6 14 6 6 8 7 3 4 5 6 5 11 9 1 1 2 1 5 8 7 5 2 5 6 13 15 6 14 8 13 8 6 7 0 2 8 6 10 7 0 3 1 1 1 1 3 6 8 10 4 7 13 11 12 13 12 7 7 7 5 4 9 9 9 3 3 1 1 2 1 1 1 3 3 4 4 8 9 12 10 14 13 9 11 11 8 5 6 14 6 4 4 2 1 1 1 1 1 2 0 1 1 4 9 14 15 17 13 7 10 9 6 9 10 9 14 4 6 1 1 1 2 1 1 3 1 1 1 2 4 7 6 10 14 14 11 16 9 7 13 11 10 5 6 4 5 2 1 1 1 1 1 3 0 5 9 6 10 9 7 9 3 6 12 10 16 7 6 8 5 2 6 8 4 0 2 8 6 2 7 6 7 11 7 5 7 5 9 1 5 6 7 4 5 4 7 8 9 5 5 3 6 8 7 3 13 10 14 8 6 6 3 7 10 4 5 6 6 2 1 1 2 0 1 1 2 9 7 9 13 11 5 16 15 10 8 9 6 9 11 3 6 8 1 1 1 1 2 1 1 1 2 1 3 1 9 11 18 9 10 13 13 12 9 10 13 6 2 10 5 1 2 1 1 1 1 0 3 4 7 9 9 10 6 4 4 6 10 6 16 12 13 9 2 5 6 6 3 2 8 5 3 10 14 3 8 5 1 5 8 8 6 9 4 9 1 2 1 2 3 5 8 12 7 7 12 12 15 10 9 10 7 5 9 7 9 7 1 2 1 0 2 3 1 2 0 1 1 5 11 5 11 11 11 14 14 11 11 17 11 8 5 5 3 2 0 0 2 1 1 4 4 5 6 7 8 11 5 7 14 9 9 5 3 4 4 8 9 6 5 9 3 6 5 9 10 6 11 11 4 6 7 10 7 10 8 0 3 1 1 2 1 0 1 6 8 7 8 15 18 8 9 13 14 14 15 9 3 4 1 3 2 0 1 0 3 4 7 6 8 11 3 4 5 5 14 20 8 6 7 4 6 3 7 6 7 9 12 10 14 2 6 6 3 7 5 21 11 16 6 9 8 3 3 5 5 4 3 7 10 23 26 13 14 7 7 10 14 12 16 22 22 13 6 10 6 17 6 11 11 11 12 14 14 13 12 7 13 13 25 19 7 17 20 21 20 17 27 23 16 15 19 13 29 30 20 13 11 18 16 16 20 12 21 14 11 8 5 9 13 13 18 17 8 15 18 13 11 17 16 21 9 16 19 10 28 17 17 11 12 16 15 20 18 14 9 15 18 13 21 15 8 8 16 14 21 15 8 16 21 25 18 17 15 19 21 22 18 10 16 15 23 18 16 17 10 13 20 17 19 13 9 7 12 13 15 8 9 10 7 14 12 9 7 6 7 12 15 9 15 12 16 12 12 15 13 6 3 6 5 6 8 9 11 5 5 2 1 1 2 1 2 5 8 12 13 14 19 15 4 4 7 4 7 4 7 6 3 10 2 1 3 2 2 2 1 2 4 1 3 6 3 8 12 15 13 20 7 1 0 0 3 5 3 1 7 6 4 6 6 6 6 9 3 3 1 2 1 4 13 13 16 15 11 14 4 1 2 1 1 2 1 1 2 1 2 0 7 7 8 14 18 13 17 3 17 11 15 7 8 1 0 2 2 2 4 3 1 9 10 10 9 10 4 7 10 12 7 1 3 4 1 3 3 8 9 9 8 19 6 14 14 6 11 11 10 12 4 0 1 3 2 3 5 3 14 7 9 7 7 3 7 8 10 12 5 3 2 4 9 5 9 10 19 5 11 17 5 7 8 11 13 9 1 4 1 1 0 4 5 15 7 4 3 7 7 6 6 9 11 15 3 4 7 5 7 11 13 19 15 6 4 5 7 4 12 13 11 2 4 2 1 0 3 5 9 17 9 5 4 4 5 16 11 8 5 4 4 5 5 6 6 9 6 15 16 5 8 8 7 6 10 12 13 4 2 1 1 0 2 1 7 4 14 14 6 4 5 4 10 11 14 12 2 12 7 3 5 11 8 14 13 10 5 8 3 8 12 12 7 3 2 2 0 1 3 6 13 17 10 1 5 8 10 9 11 14 6 8 6 5 4 7 6 16 19 12 1 6 8 7 14 9 10 7 5 7 10 10 5 5 3 5 5 12 16 13 14 23 10 4 7 7 15 21 19 13 22 18 7 7 10 11 12 13 13 14 12 7 3 8 12 15 17 10 14 15 23 16 12 15 25 28 16 21 25 15 6 20 12 18 19 26 27 25 24 24 16 19 15 12 17 18 32 28 23 15 15 22 21 19 30 27 25 30 26 28 25 14 17 17 24 29 28 30 32 31 23 26 5 24 34 36 34 29 17 24 22 25 18 30 20 18 39 26 19 21 22 26 28 28 26 21 37 32 12 16 21 20 23 29 33 27 23 21 17 11 10 10 22 12 11 12 16 16 9 2 6 9 6 2
326 14 6987878 5473 587 181 135 114 86 89 79 86 74 72 76 67 55 58 66 34 63 59 39 27 21 29 23 31 35 28 28 31 34 35 30 29 21 18 18 34 38 23 31 40 28 27 19 21 14 27 25 27 19 16 10 14 7 21 19 27 24 20 20 20 18 18 23 16 15 21 23 27 11 19 18 16 17 12 21 23 27 22 18 26 22 20 18 27 28 24 12 6 28 29 21 27 15 24 26 25 29 17 21 47 34 28 19 19 34 37 10 42 41 58 34 56 59 26 62 75 113 188 219 178 74 35 47 31 40 45 61 51 55 62 49 65 46 7 3 5 7 2 3 6 3 3 5 2 6 4 7 6 4 3 3 6 3 2 2 7 3 3 9 5 1 3 2 4 3 3 4 1 3 3 5 6 5 3 5 4 3 4 5 4 3 7 5 2 3 6 2 4 4 9 1 1 4 6 5 4 4 3 7 3 5 4 3 5 2 5 3 6 7 1 3 6 5 2 7 7 7 5 5 4 3 3 4 6 4 3 1 4 0 5 7 1 4 4 5 2 3 5 8 6 7 2 6 5 4 3 3 5 7 1 7 4 4 3 11 5 2 2 6 6 2 4 4 4 4 1 3 4 5 7 5 7 5 5 6 4 6 6 2 4 9 5 2 5 3 2 2 5 4 3 2 4 7 2 8 9 5 5 8 6 5 2 11 9 4 3 0 5 7 5
326 15 6996503 2774 416 81 41 33 32 24 34 28 28 6 1
326 16 6966579 3099 2020 1690 1422 1247 1163 1007 898 785 740 758 756 727 687 672 623 463 414 667 618 583 552 531 506 450 426 358 369 315 329 266 284 225 218 123 138 224 247 219 189 173 181 166 174 126 122 109 99 122 101 121 110 111 93 94 89 120 128 133 92 76 86 72 55 50 55 54 44 66 74 60 79 74 87 64 90 86 102 93 65 75 62 55 61 45 57 51 48 49 63 22 43 53 100 83 97 49 60 56 66 69 92 82 91 88 82 100 65 24 85 63 50 33 32 22 10 4 1 8 10 7 12 21 9 9 14 11 14 12 11 11 13 16 18 35 34 25 19 13 5 3
326 17 6993868 5516 575 41 1
326 18 6994313 5134 518 36
326 19 6995382 4200 381 36 2
326 20 6995353 4224 397 25 2
327 1 6995040 3300 222 82 72 54 92 96 52 37 23 12 15 13 21 12 15 16 13 12 11 19 26 26 30 18 20 29 46 45 38 18 3 4 1 4 1 3 2 2 3 3 1 3 2 3 3 1 4 1 5 2 5 2 4 5 1 2 4 2 2 3 3 2 4 1 6 3 4 3 2 2 2 2 3 2 5 4 3 3 1 3 1 4 3 3 1 4 3 3 2 2 3 3 1 9 4 6 7 3 1 4 4 0 6 6 11 14 5 1 8 4 4 5 5 7 8 10 9 6 4 3 8 4 5 0 10 5 8 9 8 8 5 7 5 5 4 7 3 7 6 6 10 12 8
327 2 6989772 4866 893 170 65 69 50 40 40 50 76 91 61 49 49 18 43 31 41 55 54 53 66 86 67 52 32 35 55 35 41 37 59 44 35 41 33 46 31 34 36 36 41 60 79 49 65 101 109 82 31 15 4 13 8 17 14 10 13 7 14 6 13 7 5 11 10 10 15 16 6 10 7 8 8 13 8 11 14 14 15 10 13 10 11 13 23 8 6 13 15 9 9 18 17 23 15 11 12 7 9 17 9 26 29 21 12 1 13 18 24 27 17 16 14 16 9 9 17 27 27 26 10 20 11 14 26 27 22 19 20 29 22 28 20 28 24 21 30 34 44 46 27 38 38 37 56 62 53 63 23 5 1
327 3 6998530 1294 165 12
327 4 6984278 7328 1857 525 225 167 140 134 127 89 121 74 79 63 65 73 59 82 87 78 77 50 54 71 61 65 52 67 57 54 61 77 59 54 44 57 65 55 99 93 84 60 97 116 131 153 131 155 177 267 290 139 39 31 48 69 37 23 13 25 18 16 16 20 16 22 19 19 18 18 16 18 15 17 27 9 24 19 22 16 14 16 15 15 20 15 19 14 14 14 22 16 26 6 6 12 12 11 14 10 12 7 11 12 10 15 10 13 11 10 5 12 3 12 14 13 14 14 4 16 14 15 14 17 15 3 14 15 10 1 1
327 5 6986295 3511 854 421 244 247 233 221 261 230 191 215 201 182 264 305 192 101 85 95 118 126 110 117 114 88 88 129 108 163 231 236 167 100 82 68 85 72 78 77 62 63 77 61 46 42 69 75 51 38 68 69 56 53 57 24 69 41 47 57 49 57 46 58 70 80 60 63 89 104 100 107 114 92 132 136 55 22 28 21 25 17 6 11 11 6 22 26 32 30 8 20 16 27 42 40 44 28 37 72 73 37 25 25 7 1
327 6 6996035 1579 305 122 100 67 70 63 57 32 25 27 33 23 23 24 21 20 21 34 30 22 28 24 24 23 39 26 41 34 34 30 24 24 16 32 27 47 32 29 14 5 2 5 2 3 6 8 2 9 3 5 5 4 10 6 6 5 5 4 4 7 4 6 2 8 2 9 4 7 6 2 6 3 8 5 5 3 4 8 2 10 4 3 5 4 7 5 4 5 7 8 5 3 7 4 8 8 2 6 10 6 4 4 7 9 8 4 1 4 4 5 5 5 9 12 2 6 7 4 6 4 4 6 4 8 7 4 8 7 4 7 5 4 8 7 5 6 9 5 12 7 14 5 2 2 3 5 8 11 6 6 10 11 5 3 2 11 9 12 4 3 5 10 13 2
327 7 6976688 6580 1224 389 245 223 223 237 209 251 254 224 230 220 281 224 211 157 146 297 303 247 264 257 271 238 234 245 248 289 272 321 314 345 373 339 182 228 265 272 289 369 419 401 407 497 426 320 177 73 80 71 75 71 125 113 78 89 100 120 98 60 29 23 31 25 24 22 23 28 34 24 18 16 32 29 33 30 33 35 24 35 45 31 22 18 8 6 9 17 14 13 1 17 19 17 16 17 11 16 20 17 22 12 22 20 19 13 17 15 16 27 25 22 18 23 16 24 35 32 29 30 47 51 53 36 12 5
